Sentence #,chittagong_word,bio_tag
,হালা,B-COL
,যামা,B-OBJ
,আচে,O
Sentence: 713,আঁই,O
,কি,O
,বেশি,O
,বিরক্ত,O
,গরি,O
Sentence: 714,আঁরেতো,O
,আর,O
,গম,O
,ন,O
,লাগিবো,O
Sentence: 715,আঁর,O
,ফোয়ারে,O
,তোঁয়ার,O
,হনো,O
,সম্ফর্ক,O
,নাই,O
Sentence: 716,আঁই,O
,তোয়ারেবন,O
,চিনি,O
Sentence: 717,তুঁই,O
,আঁর,O
,ফ্রতম,O
,বন্দু,B-REL
Sentence: 718,আযিয়ার,O
,আবহাওয়াওয়ান,O
,বউত,O
,সুন্দর,O
Sentence: 719,ইবা,O
,বালো,O
,মনের,O
,মানুষ,O
Sentence: 720,আঁরা,O
,এতবর,O
,বালা,O
,নই,O
Sentence: 721,আঁর,O
,টিঁয়া,B-OBJ
,নাই,O
Sentence: 722,শীতর,O
,সকাল,O
,বউত,O
,সুন্দর,O
Sentence: 723,আঁর,O
,মা,B-REL
,আঁরে,O
,বউত,O
,বালোবাসে,O
Sentence: 724,আঁর,O
,বন্দুর,B-REL
,বিয়া,O
,আযিয়া,O
Sentence: 725,অল্ফ,O
,সময়,O
,আচিলদি,O
,ইবা,O
,এতেই,O
,মায়ায়,O
,ফরি,O
,গেইয়্যি,O
Sentence: 726,বিয়ার,O
,ফর,O
,তুঁই,O
,ফাল্টি,O
,গেইয়্যু,O
Sentence: 727,কবিতা,O
,ফইত্ত,O
,আঁত্তুন,O
,গম,O
,লাগে,O
Sentence: 728,মাইফোয়া,O
,মানুষ,O
,বরই,O
,অদ্বুত,O
Sentence: 729,আঁই,O
,কি,O
,বেশি,O
,মোটা,O
Sentence: 730,অ,O
,তুঁই,O
,বউত,O
,মোটা,O
Sentence: 731,তুঁই,O
,কি,O
,দেহর,O
,নে,O
Sentence: 732,তোঁয়ার,O
,ইক্কা,O
,চাই,O
,তাক্কি,O
Sentence: 733,তুঁয়ার,O
,সুন্দর্যতা,O
,চাইদ্দি,O
Sentence: 734,ফানির,B-FOOD
,আরেক,O
,নাম,O
,যীবন,O
Sentence: 735,আযিয়া,O
,বউত,O
,মযা,O
,অইয়্যে,O
Sentence: 736,আঁর,O
,বিয়াত,O
,দাওয়াত,O
,তাকিলো,O
Sentence: 737,বেজ্ঞুন,O
,আযি,O
,যা,O
,গই,O
Sentence: 738,আঁর,O
,হ,O
,ন,O
,বন্দু,B-REL
,নাই,O
Sentence: 739,এই,O
,ফিতিবিত,B-LOC
,আঁই,O
,খুব,O
,একা,O
Sentence: 740,তুঁই,O
,রাঁদিত,O
,যানো,O
,নে,O
Sentence: 741,তোঁয়ার,O
,আতর,O
,লেহা,O
,বউত,O
,সুন্দর,O
Sentence: 742,আঁই,O
,গল্ফর,B-OBJ
,বই,I-OBJ
,কিন্নম,O
Sentence: 743,আঁই,O
,আযিয়া,O
,ডাহা,B-LOC
,যাইয়্যুম,O
Sentence: 744,ডাহাত,B-LOC
,আঁর,O
,চঁঅরি,O
,অইয়্যে,O
Sentence: 745,চঁঅরি,O
,গইরত,O
,আত্তুন,O
,আর,O
,গম,O
,ন,O
,লাগের,O
Sentence: 746,মা,B-REL
,আঁর,O
,বঊত,O
,যত্ন,O
,লয়,O
Sentence: 747,আঁর,O
,মার,B-REL
,রাঁদা,O
,বউত,O
,মযা,O
Sentence: 748,বিয়াত,O
,আঁর,O
,মত,O
,নাই,O
Sentence: 749,ফাআরর,B-LOC
,আগাত,I-LOC
,উইটত,O
,চায়,O
Sentence: 750,এক,O
,ফাশে,O
,দইরগা,B-LOC
,এক,O
,ফাশে,O
,বালু,O
Sentence: 751,তোঁয়ার,O
,ফোয়া,B-REL
,বঊত,O
,যারগো,O
Sentence: 752,হালিয়াত্তুন,O
,ফইত্ত,O
,বইস্সম,O
Sentence: 753,আঁর,O
,গরিওয়া,B-OBJ
,তোয়ায়,O
,ন,O
,ফাইর,O
Sentence: 754,মানুষ,O
,বউত,O
,সার্তফর,O
Sentence: 755,কিন্তু,O
,কিচু,O
,মানুষ,O
,বউত,O
,বালা,O
Sentence: 756,আঁই,O
,তারার,O
,একযন,O
,অইত,O
,চায়,O
Sentence: 757,তোঁয়ার,O
,ফরিবার,O
,কি,O
,আঁরে,O
,মানি,O
,লইব,O
,নে,O
Sentence: 758,তুঁই,O
,বউত,O
,যত্নবান,O
Sentence: 759,তোঁয়ারার,O
,ফরিক্কা,O
,হত্তে,O
Sentence: 760,কেলার,B-LOC
,মাডত,I-LOC
,আযিয়া,O
,বউত,O
,মানুষ,O
Sentence: 761,তুঁই,O
,বালা,O
,আচে,O
,নে,O
Sentence: 762,আঁই,O
,বালা,O
,নেই,O
Sentence: 763,তোঁআরে,O
,চারা,O
,আঁই,O
,বালা,O
,নেই,O
Sentence: 764,বিফদ,O
,হইয়েরে,O
,ন,O
,আইয়্যে,O
Sentence: 765,ফোয়াইবার,O
,গোস্সা,O
,বেশি,O
Sentence: 766,আঁই,O
,একযন,O
,হারাপ,O
,মানুষ,O
Sentence: 767,তুঁই,O
,কি,O
,চ,O
Sentence: 768,তুঁই,O
,কি,O
,চ,O
,আঁই,O
,যাই,O
,গই,O
Sentence: 769,আঁই,O
,চাই,O
,তুঁই,O
,এগাযা,O
,আঁর,O
,ফোঁয়ারে,O
,তাকো,O
Sentence: 770,কিন্তু,O
,ইয়ান,O
,হনোদিনো,O
,সম্বব,O
,ন,O
Sentence: 771,তুঁই,O
,বিয়াত,O
,রাযি,O
,নে,O
Sentence: 772,আঁই,O
,রাযি,O
,ন,O
Sentence: 773,ফাকিউয়া,B-ANI
,দেকতে,O
,সুন্দর,O
Sentence: 774,লাল,B-COL
,রংর,I-COL
,শাড়িত,B-OBJ
,তোঁয়ারে,O
,বালো,O
,মানাবোব,O
Sentence: 775,নীল,B-COL
,রং,I-COL
,আঁর,O
,বউত,O
,পচন্দ,O
Sentence: 776,আঁই,O
,তোয়াঁরে,O
,বালো,O
,ন,O
,বাসি,O
Sentence: 777,আঁরে,O
,বাল,O
,না,O
,বাসো,O
,কিল্লাই,O
Sentence: 778,আঁর,O
,মইদ্দে,O
,সমস্যা,O
,আচে,O
Sentence: 779,আঁর,O
,মাতা,O
,গরম,O
,তাকে,O
Sentence: 780,আঁই,O
,টেরা,O
,মানুষ,O
Sentence: 781,বেশি,O
,হতা,O
,আত্তন,O
,পচন্দ,O
,নয়,O
Sentence: 782,তুঁই,O
,একযন,O
,ডিলা,O
,মানুষ,O
Sentence: 783,তুঁই,O
,বেশি,O
,হতা,O
,হ,O
Sentence: 784,তুঁই,O
,অল্ফ,O
,মাতো,O
Sentence: 785,আঁই,O
,আযিয়া,O
,বেইন্না,O
,চা,B-FOOD
,না,O
,হাই,O
Sentence: 786,আঁই,O
,আযিয়া,O
,বেইন্না,O
,আঁর,O
,বন্দুর,B-REL
,লই,O
,গুইর,O
,ত,O
,গেইলাম,O
Sentence: 787,আঁই,O
,আযিয়া,O
,বেইন্না,O
,আঁর,O
,বন্দুর,B-REL
,লই,O
,হইজ্জা,O
,গইরগি,O
Sentence: 788,আঁর,O
,বন্দু,B-REL
,আঁর,O
,বেজ্ঞিন,O
,হতা,O
,কুব,O
,মনোযোগ,O
,দি,O
,ফুঁনে,O
Sentence: 789,আঁর,O
,বন্দু,B-REL
,আঁরে,O
,বউত,O
,বালবাসে,O
,ফঁল্লাই,O
Sentence: 790,আঁর,O
,উজ্ঞা,O
,বিলাই,B-ANI
,আচে,O
Sentence: 791,আঁর,O
,বিলায়র,B-ANI
,নাম,O
,মিনু,B-ANI
Sentence: 792,আঁই,O
,আঁর,O
,বিলায়র,B-ANI
,লই,O
,খেলা,O
,হাইত,O
,বঊত,O
,বালবাসি,O
Sentence: 793,এই,O
,১৪,O
,বছর,O
,লতি,O
,আইজো,O
,হনো,O
,হারনে,O
,ইবা,O
,আঁরে,O
,তুই,O
,হই,O
,ন,O
,ডাকেনে,O
Sentence: 794,হনত্তে,O
,গাআত,O
,আত,O
,ন,O
,তুলে,O
Sentence: 795,লোক,O
,দেহানো,O
,অয়,O
,গিয়োই,O
,নে,O
Sentence: 796,এতো,O
,জলদি,O
,শেষ,O
,অই,O
,গিয়োয়,O
Sentence: 797,নো,O
,বুঝির,O
,কি,O
,গইজ্জুম,O
Sentence: 798,আর,O
,দুইয়ান,O
,বিয়া,O
,অইয়ে,O
Sentence: 799,আই,O
,এইজ্ঞো,O
,বেডি,O
,মানুষ,O
Sentence: 800,আর,O
,মামারা,B-REL
,আর,O
,কাকারা,B-REL
,দ্বিতীয়,O
,বিয়া,O
,লই,O
,গুতা,O
,মারি,O
,খতা,O
,কো,O
Sentence: 801,মাগার,O
,আর,O
,জামাই,B-REL
,আইজো,O
,পর্যন্ত,O
,খোচা,O
,নো,O
,মারে,O
Sentence: 802,ভাবির,O
,দ্দে,O
,আফন,O
,লোক,O
,এরিম্মা,O
,ওদে,O
,নে,O
Sentence: 803,আর,O
,আফন,O
,লোক,O
,ইন,O
,এরিম্মা,O
Sentence: 804,তুই,O
,জানো,O
,নে,O
,আত্তুন,O
,আর,O
,বাচিবার,O
,ইচ্ছে,O
,নো,O
,গরে,O
Sentence: 805,আমার,O
,ফইলদ্দা,O
,বিয়া,O
,জোর,O
,গরি,O
,দিয়ে,O
Sentence: 806,ওইন্দির,O
,ফুয়া,O
,ইবা,O
,বেশি,O
,কিপটা,O
,আছিল,O
,দে,O
,আই,O
,দুবেলা,O
,ভাত,B-FOOD
,খাইতো,O
,নো,O
,ফাইত্তাম,O
Sentence: 807,দ্বিতীয়,O
,বিয়াত,O
,ইবাই,O
,আই,O
,কল্পনার,O
,তুন,O
,বেশি,O
,সুখি,O
Sentence: 808,বেজ্ঞুনে,O
,ইন,O
,দেহিয়েরেও,O
,নো,O
,দেখিবার,O
,ভান,O
,গরে,O
Sentence: 809,খোচা,O
,মারিবার,O
,মতো,O
,হতা,O
,আছে,O
,দে,O
,আর,O
,দুই,O
,বিয়া,O
Sentence: 810,আর,O
,সুখ,O
,দেহিয়েরে,O
,আবার,O
,ইতারোর,O
,সহ্য,O
,নো,O
,অয়,O
Sentence: 811,বিয়া,O
,গরিবার,O
,পাঁচ,O
,বছর,O
,ফর,O
,আই,O
,স্মার্ট,O
,অয়ই,O
Sentence: 812,ফ্রতম,O
,ফ্রতম,O
,বউ,B-REL
,ওর,O
,বউত,O
,ফ্রশ্নের,O
,টিক,O
,উত্তর,O
,দিয়েরে,O
,বিফদত,O
,ফইত্তাম,O
Sentence: 813,বউত,O
,বউ,O
,কইজ্জা,O
,লাগি,O
,যাইতো,O
Sentence: 814,ফরদি,O
,টিক,O
,গইজ্জি,O
,দে,O
,তেল,O
,মারা,O
,উত্তর,O
,দিয়ুম,O
Sentence: 815,ইবাতো,O
,লাভ,O
,নো,O
,অয়,O
Sentence: 816,কইজ্জা,O
,নো,O
,তামে,O
Sentence: 817,এক্কানা,O
,এক্কাণা,O
,লাভ,O
,অর,O
Sentence: 818,বউ,B-REL
,খাইবার,O
,সমত,O
,হাসি,O
,কুশি,O
,মুখত,O
,কইয়ে,O
,রান্না,O
,কেন,O
,অইয়ে,O
Sentence: 819,খাবারত,B-FOOD
,আরেক্কানা,O
,রসুন,B-FOOD
,দিলি,O
,বেশি,O
,মজা,O
,অইতো,O
Sentence: 820,খাাবারত,B-FOOD
,লবন,B-FOOD
,এক্কানা,O
,খম,O
,অইয়ে,O
Sentence: 821,তুয়ার,O
,খানা,O
,নো,O
,লাগিবো,O
Sentence: 822,আই,O
,তো,O
,আসলে,O
,কিছু,O
,নো,O
,ফারি,O
Sentence: 823,বউওর,B-REL
,চোখ,O
,ইবা,O
,ছল,O
,ছল,O
,গরের,O
Sentence: 824,তুই,O
,আরে,O
,আর,O
,কত,O
,অবাক,O
,গরিবা,O
Sentence: 825,এক,O
,চামচ,B-OBJ
,খাইয়েরে,O
,এতো,O
,হতা,O
,খই,O
,দিয়ো,O
,দে,O
Sentence: 826,চাপাবাজি,O
,ইবা,O
,এক্কানা,O
,খমাও,O
Sentence: 827,তুঁই,O
,রাইদ্দো,O
,দে,O
Sentence: 828,আই,O
,তো,O
,ভাইব্বি,O
,দে,O
,শাশুড়ি,B-REL
,আম্মা,I-REL
,আর,O
,লাই,O
,রাধিয়েরে,O
,ফাটাইয়ে,O
Sentence: 829,তুয়ার,O
,রাঁদা,O
,তো,O
,ফুরা,O
,আম্মার,B-REL
,নান,O
Sentence: 830,আরেক্কানা,O
,খো,O
,আরেক,O
,চামুচ,B-OBJ
,দিয়ুম,O
,নে,O
Sentence: 831,মেকাপ,O
,ইবা,O
,কেন,O
,অইয়ে,O
Sentence: 832,এক্কাানা,O
,বেশী,O
,অই,O
,গিয়োয়,O
,খম,O
,হইলে,O
,আরেক্কানা,O
,গম,O
,ওইতো,O
Sentence: 833,বউ,B-REL
,মেকাপ,O
,তুলিতো,O
,তুলিতো,O
,নো,O
,যাইয়ুম,O
,আজিয়া,O
Sentence: 834,আই,O
,তো,O
,মেকাপি,O
,দির,O
,নো,O
,ফারি,O
Sentence: 835,তুই,O
,একা,O
,একা,O
,যো,O
,গয়,O
Sentence: 836,ফার্টিত,O
,গিয়েরে,O
,সুন্দরীর,O
,লাই,O
,ঢং,O
,গরি,O
,আইয়ো,O
Sentence: 837,কেনে,O
,এতো,O
,জোস,O
,গরি,O
,মেকাপ,O
,গড়ো,O
Sentence: 838,নো,O
,বুঝিয়েরে,O
,এদুজ্ঞুন,O
,খতা,O
,কেনে,O
,কইত,O
,ফারো,O
Sentence: 839,এহন,O
,আর,O
,ইন্দি,O
,নো,O
,ওদ্দো,O
,চো,O
,চোখ,O
,ইবা,O
,তাকে,O
,অন্য,O
,মাইয়াফুয়ার,O
,ইক্কা,O
Sentence: 840,আই,O
,বউতকন,O
,ইতার,O
,মুহত,O
,ইক্কা,O
,চাই,O
,থাক্কিলাম,O
Sentence: 841,তুই,O
,এদুন,O
,কেনে,O
,বুঝোস,O
Sentence: 842,শাড়ি,B-OBJ
,ইবা,O
,আরে,O
,কেন,O
,মানাইয়ে,O
Sentence: 843,সবুজ,B-COL
,শাড়ী,B-OBJ
,ফরিলে,O
,বেশী,O
,গম,O
,লাগিতো,O
Sentence: 844,সবু্জ,B-COL
,শাড়ি,B-OBJ
,কি,O
,তুয়ার,O
,আগের,O
,হোনো,O
,বেডিবন্ধু,B-REL
,ফছন্দের,O
,রঙ,O
Sentence: 845,এরিম্মা,O
,ফাম,O
,আরে,O
,নো,O
,দিস,O
,গম,O
,নো,O
,লাগে,O
Sentence: 846,মাথাত,O
,রাহিস,O
,বিয়াত,O
,বাড়ি,O
,যর,O
Sentence: 847,বউত,B-REL
,তুন,O
,তুয়ায়রে,O
,বেশী,O
,সুন্দর,O
,লাগিলে,O
,কিন্তু,O
,সমস্যা,O
Sentence: 848,বিবাহিত,O
,জীবনত,O
,সুখোত,O
,তাইক্কো,O
Sentence: 849,আর,O
,স্বামী,B-REL
,মদ,B-FOOD
,খাইয়েরে,O
,ফ্রতি,O
,রাতোত,O
,আড্ডা,O
,দে,O
Sentence: 850,আই,O
,ইবার,O
,এনে,O
,লইল্লাম,O
,দে,O
Sentence: 851,আর,O
,হাছে,O
,দরা,O
,ফরিবার,O
,ফরেও,O
,জবান,O
,নো,O
,দিয়েরে,O
,উল্ডা,O
,আর,O
,গায়োত,O
,আত,O
,তুলে,O
Sentence: 852,এহন,O
,ইতারে,O
,আর,O
,ছাড়,O
,দিয়া,O
,নো,O
,জাইবো,O
Sentence: 853,যে,O
,মানুষ,O
,বেডি,O
,ওক্কলের,O
,গাত,O
,হাত,O
,দিয়েরে,O
,হতা,O
,হো,O
,গরত,O
,বউ,O
,রাহিয়েরে,B-REL
Sentence: 854,এরিিম্মা,O
,ফুরুসের,O
,লাই,O
,গর,O
,গরা,O
,নো,O
,যা,O
Sentence: 855,হোন,O
,মানুষের,O
,ফ্রতি,O
,এব্বার,O
,বিশ্বাস,O
,উডি,O
,গেলে,O
,গয়,O
,অবিনয়,O
,গরি,O
,বেশি,O
,তাকা,O
,নো,O
,যায়,O
Sentence: 856,আর,O
,সহ্য,O
,গরিত,O
,নো,O
,ফারি,O
,ওনরের,O
,কাছে,O
,সঠিক,O
,পরামর্শ,O
,চাইর,O
Sentence: 857,আর,O
,বাবা,B-REL
,ফুলিশত,B-ROLE
,আছে,O
,তো,O
,মায়র,B-REL
,ফুয়াতি,O
,বিয়ার,O
,ফর,O
,তুন,O
,ইবা,O
,পরকীয়াত,O
,আসক্ত,O
,আছিল,O
Sentence: 858,আম্মু,B-REL
,বত,O
,সহ্য,O
,গরি,O
,এতো,O
,সংসয়ার,O
,গরি,O
,গিয়য়,O
Sentence: 859,এর,O
,মাঝোত,O
,বত,O
,সময়,O
,বালো,O
,অইয়েরে,O
,যাইতো,O
,আব্র,O
,খারাপ,O
,অইয়ে,O
,যাইতো,O
Sentence: 860,শেষ,O
,বয়সত,O
,আইয়েরে,O
,অতে,O
,এহন,O
,এন,O
,এইজ্ঞো,O
,জঘন্য,O
,হাম,O
,গইজ্জে,O
Sentence: 861,ইতে,O
,দু,O
,নাম্বার,O
,বিয়া,O
,গইজ্জে,O
,এইজ্ঞো,O
,বিয়াইত্তা,O
,বেডিরে,O
Sentence: 862,ইতে,O
,দু,O
,নাম্বার,O
,বিয়া,O
,গরি,O
,শান্তি,O
,নো,O
,ফাই,O
Sentence: 863,বাবার,B-REL
,হাছে,O
,আর,O
,মায়োর,B-REL
,নামোত,O
,বউত,O
,উল্ডা,O
,ফাল্ডা,O
,হতা,O
,কইয়্যে,O
Sentence: 864,আই,O
,একজ্ঞো,O
,ফাবলিক,B-ORG
,বিশ্ববিদ্যালয়ত,I-ORG
,ফন্না,O
,ফরির,O
Sentence: 865,ইতে,O
,এহন,O
,আর,O
,ফন্না,O
,হরচ,O
,দিতোর,O
,নো,O
,চায়,O
Sentence: 866,ঐ,O
,বেডীর,O
,ওদ্দে,O
,ইতে,O
,মিলি,O
,আরে,O
,গালাগালি,O
,গরার,O
,তাকে,O
Sentence: 867,আই,O
,তোর,O
,ফন্নার,O
,হরচ,O
,নো,O
,দিয়ুম,O
Sentence: 868,আরে,O
,দয়া,O
,গরি,O
,টিক,O
,ফরামর্শ,O
,দিয়েরে,O
,এক্কানা,O
,সাহায্য,O
,গরো,O
Sentence: 869,আই,O
,কি,O
,গরিত,O
,ফারি,O
Sentence: 870,২৮,O
,বছর,O
,দরি,O
,আর,O
,মা,B-REL
,কষ্ট,O
,গরি,O
,গিয়োয়,O
Sentence: 871,এডে,O
,এদুন,O
,অন্যায়,O
,গরিবার,O
,ফরো,O
,আর,O
,বাবা,B-REL
,আর,O
,ঐ,O
,বেডীর,O
,মিলি,O
,বউত,O
,গম,O
,আছে,O
Sentence: 872,ওররার,O
,তুন,O
,এক্কানা,O
,বালো,O
,ফরামর্শ,O
,নিতি,O
,আইসসে,O
Sentence: 873,আই,O
,অবেহিত্তা,O
Sentence: 874,ছুডো,O
,তুন,O
,নানার,B-REL
,বাসাত,O
,ডর,O
,অয়য়ি,O
Sentence: 875,এহোতুন,O
,নানার,B-REL
,বাসাত,O
,তাকি,O
Sentence: 876,আরোর,O
,যৌত,O
,ফরিবারোর,O
,আছিল,O
,নানার,B-REL
,বাসাত,O
Sentence: 877,আরোর,O
,আব্বু,B-REL
,আগোর,O
,তুন,O
